X,Y,POTEAU_ID_POT,PANNEAU_ID_PAN,PANNEAU_ID_RPA,DESCRIPTION_RPA,CODE_RPA,FLECHE_PAN,TOPONYME_PAN,POTEAU_VERSION_POT,DATE_CONCEPTION_POT,PAS_SUR_RUE,DESCRIPTION_REP,DESCRIPTION_RTP,X_EPSG32188,Y_EPSG32188,Longitude,Latitude,DESCRIPTION_CAT,NOM_ARR
-73.56457688,45.50887527,220167,873289,2413,\P EN TOUT TEMPS,SD-TT,0,,3,2.01204E+13,,Réel,3- Fût,299754.094,5040997,-73.56457688,45.50887527,STATIONNEMENT,Ville-Marie
-73.54576838,45.52645353,119212,867661,2413,\P EN TOUT TEMPS,SD-TT,2,,4,2.01203E+13,,Réel,1- Tige et base,301224.865,5042949.476,-73.54576838,45.52645353,STATIONNEMENT,Ville-Marie
-73.54576838,45.52645353,119212,867662,13976,\P 10h-11h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VE-A,3,,4,2.01203E+13,,Réel,1- Tige et base,301224.865,5042949.476,-73.54576838,45.52645353,STATIONNEMENT,Ville-Marie
-73.54616181,45.52633661,119207,867651,13827,\P 10h-11h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JE-A,0,,5,2.01203E+13,,Réel,3- Fût,301194.125,5042936.5,-73.54616181,45.52633661,STATIONNEMENT,Ville-Marie
-73.54699011,45.5266979,45717,867637,13827,\P 10h-11h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JE-A,0,,3,2.01203E+13,,Réel,3- Fût,301129.447,5042976.688,-73.54699011,45.5266979,STATIONNEMENT,Ville-Marie
-73.54765099,45.52701087,28582,867635,13827,\P 10h-11h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JE-A,0,,4,2.01203E+13,,Réel,3- Fût,301077.844,5043011.5,-73.54765099,45.52701087,STATIONNEMENT,Ville-Marie
-73.5543007,45.5349114,220151,873058,13831,\P 12h30-13h30 LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JK-A,0,,1,2.01204E+13,,Réel,1- Tige et base,300559.01,5043889.823,-73.5543007,45.5349114,STATIONNEMENT,Ville-Marie
-73.5543007,45.5349114,220151,873059,2365,\P 09h-22h30,SD-JP,2,,1,2.01204E+13,,Réel,1- Tige et base,300559.01,5043889.823,-73.5543007,45.5349114,STATIONNEMENT,Ville-Marie
-73.55508654,45.53519156,3433,872885,13831,\P 12h30-13h30 LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JK-A,0,,4,2.01204E+13,,Réel,3- Fût,300497.656,5043921,-73.55508654,45.53519156,STATIONNEMENT,Ville-Marie
-73.5525432,45.53442819,3452,872881,13981,\P 12h30-13h30 MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VK-A,0,,3,2.01204E+13,,Réel,3- Fût,300696.239,5043836.032,-73.5525432,45.53442819,STATIONNEMENT,Ville-Marie
-73.5525432,45.53442819,3452,872882,1589,\P RESERVE S3R 09h-23h,R-PF,2,,3,2.01204E+13,,Réel,3- Fût,300696.239,5043836.032,-73.5525432,45.53442819,STATIONNEMENT,Ville-Marie
-73.55882442,45.50444665,93686,867223,11,\A EN TOUT TEMPS,AD-TT,0,,5,2.01203E+13,,Réel,2- Tige et manchon,300203.219,5040504.5,-73.55882442,45.50444665,STATIONNEMENT,Ville-Marie
-73.55886295,45.50456776,93685,867221,11,\A EN TOUT TEMPS,AD-TT,0,,3,2.01203E+13,,Enlevé,2- Tige et manchon,300200.218,5040517.961,-73.55886295,45.50456776,STATIONNEMENT,Ville-Marie
-73.54500073,45.53080027,120288,872824,13991,\P 07h-08h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VX-A,0,,3,2.01204E+13,,Réel,10- Fût et feux,301285.1,5043432.5,-73.54500073,45.53080027,STATIONNEMENT,Ville-Marie
-73.56566126,45.50762931,24222,872795,14030,STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC),SD-AJ-A,3,,14,2.01204E+13,,Réel,3- Fût,299669.249,5040858.604,-73.56566126,45.50762931,STATIONNEMENT,Ville-Marie
-73.56566126,45.50762931,24222,872796,1683,\P RESERVE TAXIS,R-TA,2,,14,2.01204E+13,,Réel,3- Fût,299669.249,5040858.604,-73.56566126,45.50762931,STATIONNEMENT,Ville-Marie
-73.56596108,45.50728312,220130,872789,14030,STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC),SD-AJ-A,0,,2,2.01204E+13,,Réel,3- Fût,299645.79,5040820.151,-73.56596108,45.50728312,STATIONNEMENT,Ville-Marie
-73.55480825,45.50004659,148814,872257,13989,\P 07h30-08h30 MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VV-A,0,,6,2.01204E+13,,Enlevé,2- Tige et manchon,300516.725,5040015.297,-73.55480825,45.50004659,STATIONNEMENT,Ville-Marie
-73.55480825,45.50004659,148814,872258,2413,\P EN TOUT TEMPS,SD-TT,3,,6,2.01204E+13,,Enlevé,2- Tige et manchon,300516.725,5040015.297,-73.55480825,45.50004659,STATIONNEMENT,Ville-Marie
-73.56114155,45.52332678,220137,872231,2409,\P 18h-24h,SD-SR,2,,1,2.01204E+13,,Réel,2- Tige et manchon,300023.746,5042602.797,-73.56114155,45.52332678,STATIONNEMENT,Ville-Marie
-73.56249731,45.52738165,74699,866986,94,\A 08h-09h30  15h-18h30 LUN. AU VEN.,AV-RF,0,,2,2.01203E+13,,Réel,3- Fût,299918.188,5043053.5,-73.56249731,45.52738165,STATIONNEMENT,Ville-Marie
-73.55394216,45.53770362,94970,862131,13830,\P 12h-13h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JJ-A,0,,3,2.01203E+13,,Réel,4- Poteau en bois,300587.221,5044200.107,-73.55394216,45.53770362,STATIONNEMENT,Ville-Marie
-73.55469927,45.53797333,94967,862130,13830,\P 12h-13h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JJ-A,0,,2,2.01203E+13,,Réel,4- Poteau en bois,300528.113,5044230.12,-73.55469927,45.53797333,STATIONNEMENT,Ville-Marie
-73.55544341,45.50664846,12775,851190,11,\A EN TOUT TEMPS,AD-TT,2,,7,2.01201E+13,,Réel,2- Tige et manchon,300467.594,5040749,-73.55544341,45.50664846,STATIONNEMENT,Ville-Marie
-73.55021325,45.51563552,96322,846923,2413,\P EN TOUT TEMPS,SD-TT,0,,5,2.01111E+13,,Réel,1- Tige et base,300876.908,5041747.469,-73.55021325,45.51563552,STATIONNEMENT,Ville-Marie
-73.55900136,45.52895366,10824,841172,11,\A EN TOUT TEMPS,AD-TT,2,,1,2.01111E+13,,Réel,3- Fût,300191.393,5043227.993,-73.55900136,45.52895366,STATIONNEMENT,Ville-Marie
-73.55900136,45.52895366,10824,841173,56,\A 16h-18h LUN. AU VEN.,AV-PJ,0,,1,2.01111E+13,,Réel,3- Fût,300191.393,5043227.993,-73.55900136,45.52895366,STATIONNEMENT,Ville-Marie
-73.55030124,45.51558177,157808,841170,1451,P 02h 09h-18h LUN. AU VEN.,PV-PB,0,,6,2.01111E+13,,Réel,3- Fût,300870.03,5041741.5,-73.55030124,45.51558177,STATIONNEMENT,Ville-Marie
-73.55876012,45.51660388,218365,840875,2461,\P LIVRAISON SEULEMENT EN TOUT TEMPS,SL-TT,0,,1,2.01111E+13,,Réel,2- Tige et manchon,300209.232,5041855.537,-73.55876012,45.51660388,STATIONNEMENT,Ville-Marie
-73.54946412,45.51735922,108766,850511,11,\A EN TOUT TEMPS,AD-TT,0,,2,2.01201E+13,,Réel,1- Tige et base,300935.555,5041938.989,-73.54946412,45.51735922,STATIONNEMENT,Ville-Marie
-73.56511577,45.49304672,159726,850500,11,\A EN TOUT TEMPS,AD-TT,0,,8,2.01201E+13,,Réel,3- Fût,299710.56,5039238,-73.56511577,45.49304672,STATIONNEMENT,Ville-Marie
-73.55581913,45.50584136,66783,850483,53,\A 08h-18h  LUN. AU VEN.,AV-OD,0,,2,2.01201E+13,,Réel,2- Tige et manchon,300438.172,5040659.327,-73.55581913,45.50584136,STATIONNEMENT,Ville-Marie
-73.58020553,45.49829094,25306,850261,11,\A EN TOUT TEMPS,AD-TT,3,,4,2.01201E+13,,Réel,10- Fût et feux,298531.728,5039821.859,-73.58020553,45.49829094,STATIONNEMENT,Ville-Marie
-73.54497179,45.52982846,164463,845475,13823,\P 08h-09h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JA-A,0,,3,2.01112E+13,,Réel,1- Tige et base,301287.3,5043324.5,-73.54497179,45.52982846,STATIONNEMENT,Ville-Marie
-73.57021774,45.50899342,161416,845454,57,\A 15h30-18h LUN. AU VEN.,AV-PK,0,,3,2.01112E+13,,Réel,1- Tige et base,299313.34,5041010.5,-73.57021774,45.50899342,STATIONNEMENT,Ville-Marie
-73.55551325,45.50243589,92435,855476,11,\A EN TOUT TEMPS,AD-TT,3,,3,2.01202E+13,,Réel,2- Tige et manchon,300461.813,5040280.859,-73.55551325,45.50243589,STATIONNEMENT,Ville-Marie
-73.55551325,45.50243589,92435,855477,14180,\P 08h-09h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AF-A,0,,3,2.01202E+13,,Réel,2- Tige et manchon,300461.813,5040280.859,-73.55551325,45.50243589,STATIONNEMENT,Ville-Marie
-73.53930315,45.50608571,108120,855417,11,\A EN TOUT TEMPS,AD-TT,0,,3,2.01202E+13,,Réel,9- Autres,301728.78,5040685.718,-73.53930315,45.50608571,STATIONNEMENT,Ville-Marie
-73.53715646,45.50688494,108163,855415,11,\A EN TOUT TEMPS,AD-TT,0,,4,2.01202E+13,,Réel,9- Autres,301896.567,5040774.456,-73.53715646,45.50688494,STATIONNEMENT,Ville-Marie
-73.53597314,45.50732781,108182,855413,11,\A EN TOUT TEMPS,AD-TT,0,,3,2.01202E+13,,Réel,9- Autres,301989.055,5040823.631,-73.53597314,45.50732781,STATIONNEMENT,Ville-Marie
-73.55314981,45.49527879,143735,850190,2413,\P EN TOUT TEMPS,SD-TT,0,,3,2.01201E+13,,Réel,2- Tige et manchon,300645.982,5039485.362,-73.55314981,45.49527879,STATIONNEMENT,Ville-Marie
-73.56368065,45.49930145,151635,850063,1567,\P RESERVE CORPS DIPLOMATIQUE,R-CD,3,,4,2.01201E+13,,Réel,2- Tige et manchon,299823.28,5039933,-73.56368065,45.49930145,STATIONNEMENT,Ville-Marie
-73.56368065,45.49930145,151635,850064,14176,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,0,,4,2.01201E+13,,Réel,2- Tige et manchon,299823.28,5039933,-73.56368065,45.49930145,STATIONNEMENT,Ville-Marie
-73.56400418,45.49903835,91256,850057,2682,\P 06h-07h LUN. AU VEN. 1 MARS AU 1 DEC.,SV-AA,0,,2,2.01201E+13,,Réel,2- Tige et manchon,299797.972,5039903.782,-73.56400418,45.49903835,STATIONNEMENT,Ville-Marie
-73.56400418,45.49903835,91256,850058,1567,\P RESERVE CORPS DIPLOMATIQUE,R-CD,0,,2,2.01201E+13,,Réel,2- Tige et manchon,299797.972,5039903.782,-73.56400418,45.49903835,STATIONNEMENT,Ville-Marie
-73.56418278,45.49887824,91250,850054,2682,\P 06h-07h LUN. AU VEN. 1 MARS AU 1 DEC.,SV-AA,0,,3,2.01201E+13,,Réel,2- Tige et manchon,299784,5039886,-73.56418278,45.49887824,STATIONNEMENT,Ville-Marie
-73.56418278,45.49887824,91250,850055,1567,\P RESERVE CORPS DIPLOMATIQUE,R-CD,0,,3,2.01201E+13,,Réel,2- Tige et manchon,299784,5039886,-73.56418278,45.49887824,STATIONNEMENT,Ville-Marie
-73.59332409,45.49446177,212973,845247,1429,P 02h 09h30-18h LUN. AU VEN.,PV-JI,0,,6,2.01112E+13,,Réel,1- Tige et base,297505.984,5039397.429,-73.59332409,45.49446177,STATIONNEMENT,Ville-Marie
-73.59332409,45.49446177,212973,845250,13832,\P 13h30-14h30 LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JM-A,0,,6,2.01112E+13,,Réel,1- Tige et base,297505.984,5039397.429,-73.59332409,45.49446177,STATIONNEMENT,Ville-Marie
-73.54892004,45.52600779,31011,839525,11,\A EN TOUT TEMPS,AD-TT,3,,4,2.01111E+13,,Réel,2- Tige et manchon,300978.647,5042900.086,-73.54892004,45.52600779,STATIONNEMENT,Ville-Marie
-73.5622258,45.5030366,159090,839515,74,\A 07h-09h30  15h30-18h30 LUN. AU VEN.,AV-QL,0,,4,2.01111E+13,,Réel,3- Fût,299937.3,5040348,-73.5622258,45.5030366,STATIONNEMENT,Ville-Marie
-73.5619769,45.50337867,159042,839520,74,\A 07h-09h30  15h30-18h30 LUN. AU VEN.,AV-QL,0,,4,2.01111E+13,,Réel,3- Fût,299956.78,5040386,-73.5619769,45.50337867,STATIONNEMENT,Ville-Marie
-73.56139229,45.50415285,39723,839508,74,\A 07h-09h30  15h30-18h30 LUN. AU VEN.,AV-QL,0,,3,2.01111E+13,,Réel,2- Tige et manchon,300002.53,5040472,-73.56139229,45.50415285,STATIONNEMENT,Ville-Marie
-73.55835064,45.50416345,88796,839502,9129,\P LIVRAISON SEULEMENT 6h-12h LUNDI A VENDREDI,SL-AK,0,,8,2.01111E+13,,Réel,2- Tige et manchon,300240.219,5040473,-73.55835064,45.50416345,STATIONNEMENT,Ville-Marie
-73.5499951,45.51543343,163204,839497,1451,P 02h 09h-18h LUN. AU VEN.,PV-PB,0,,4,2.01111E+13,,Réel,3- Fût,300893.938,5041725,-73.5499951,45.51543343,STATIONNEMENT,Ville-Marie
-73.56734995,45.50781635,185166,849864,13588,\A EN TOUT TEMPS DES DEUX COTES,AD-DC,0,,5,2.01201E+13,,Réel,2- Tige et manchon,299537.313,5040879.5,-73.56734995,45.50781635,STATIONNEMENT,Ville-Marie
-73.56650076,45.50734443,185168,849863,13588,\A EN TOUT TEMPS DES DEUX COTES,AD-DC,0,,5,2.01201E+13,,Réel,2- Tige et manchon,299603.625,5040827,-73.56650076,45.50734443,STATIONNEMENT,Ville-Marie
-73.57187804,45.49243995,217788,844727,1586,\P RESERVE S3R 09h-21h,R-PD,3,,2,2.01112E+13,,Réel,2- Tige et manchon,299181.962,5039171.02,-73.57187804,45.49243995,STATIONNEMENT,Ville-Marie
-73.57135899,45.50383662,92097,839486,11,\A EN TOUT TEMPS,AD-TT,3,,4,2.01111E+13,,Réel,2- Tige et manchon,299223.656,5040437.5,-73.57135899,45.50383662,STATIONNEMENT,Ville-Marie
-73.57120922,45.50394173,160340,839481,11,\A EN TOUT TEMPS,AD-TT,0,,3,2.01111E+13,,Réel,1- Tige et base,299235.37,5040449.171,-73.57120922,45.50394173,STATIONNEMENT,Ville-Marie
-73.56433682,45.51985001,117029,839333,2413,\P EN TOUT TEMPS,SD-TT,0,,1,2.01111E+13,,Réel,1- Tige et base,299773.829,5042216.616,-73.56433682,45.51985001,STATIONNEMENT,Ville-Marie
-73.56439622,45.5198129,117031,839332,2411,\P DEUX COTES,SD-TC,0,,1,2.01111E+13,,Réel,3- Fût,299769.185,5042212.495,-73.56439622,45.5198129,STATIONNEMENT,Ville-Marie
-73.55706842,45.49685881,58400,849351,11,\A EN TOUT TEMPS,AD-TT,0,,12,2.01201E+13,,Réel,10- Fût et feux,300339.841,5039661.161,-73.55706842,45.49685881,STATIONNEMENT,Ville-Marie
-73.55671888,45.49673004,91651,849350,11,\A EN TOUT TEMPS,AD-TT,0,,4,2.01201E+13,,Réel,3- Fût,300367.149,5039646.831,-73.55671888,45.49673004,STATIONNEMENT,Ville-Marie
-73.55640132,45.49660921,91652,849349,11,\A EN TOUT TEMPS,AD-TT,0,,5,2.01201E+13,,Réel,3- Fût,300391.958,5039633.386,-73.55640132,45.49660921,STATIONNEMENT,Ville-Marie
-73.55198218,45.52886265,32664,849301,2413,\P EN TOUT TEMPS,SD-TT,3,,11,2.01201E+13,,Réel,1- Tige et base,300739.656,5043217.5,-73.55198218,45.52886265,STATIONNEMENT,Ville-Marie
-73.55198218,45.52886265,32664,849302,13976,\P 10h-11h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VE-A,0,,11,2.01201E+13,,Réel,1- Tige et base,300739.656,5043217.5,-73.55198218,45.52886265,STATIONNEMENT,Ville-Marie
-73.56204457,45.50894416,73158,844603,2461,\P LIVRAISON SEULEMENT EN TOUT TEMPS,SL-TT,2,,4,2.01112E+13,,Archive,2- Tige et manchon,299951.969,5041004.5,-73.56204457,45.50894416,STATIONNEMENT,Ville-Marie
-73.56867264,45.50825199,97879,844580,11,\A EN TOUT TEMPS,AD-TT,0,,10,2.01112E+13,,Réel,10- Fût et feux,299434,5040928,-73.56867264,45.50825199,STATIONNEMENT,Ville-Marie
-73.55656037,45.50338177,93700,844557,11,\A EN TOUT TEMPS,AD-TT,0,,6,2.01112E+13,,Réel,2- Tige et manchon,300380.058,5040386.032,-73.55656037,45.50338177,STATIONNEMENT,Ville-Marie
-73.55755199,45.49691147,218698,844480,11,\A EN TOUT TEMPS,AD-TT,0,,1,2.01112E+13,,Réel,9- Autres,300302.052,5039667.04,-73.55755199,45.49691147,STATIONNEMENT,Ville-Marie
-73.55611395,45.49637179,218694,844466,11,\A EN TOUT TEMPS,AD-TT,0,,1,2.01112E+13,,Réel,9- Autres,300414.399,5039606.985,-73.55611395,45.49637179,STATIONNEMENT,Ville-Marie
-73.55705938,45.49671939,218696,844536,11,\A EN TOUT TEMPS,AD-TT,0,,1,2.01112E+13,,Réel,9- Autres,300340.536,5039645.666,-73.55705938,45.49671939,STATIONNEMENT,Ville-Marie
-73.55682218,45.53246124,131707,838791,13972,\P 08h-09h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VA-A,0,,4,2.01111E+13,,Réel,3- Fût,300361.885,5043617.671,-73.55682218,45.53246124,STATIONNEMENT,Ville-Marie
-73.55682218,45.53246124,131707,838792,2365,\P 09h-22h30,SD-JP,2,,4,2.01111E+13,,Réel,3- Fût,300361.885,5043617.671,-73.55682218,45.53246124,STATIONNEMENT,Ville-Marie
-73.55051363,45.51577263,159570,838669,2413,\P EN TOUT TEMPS,SD-TT,0,,3,2.01111E+13,,Enlevé,1- Tige et base,300853.45,5041762.721,-73.55051363,45.51577263,STATIONNEMENT,Ville-Marie
-73.55571704,45.50187016,92427,854021,2713,\P 09h-17h LUN. AU VEN.,SV-JH,0,,5,2.01202E+13,,Réel,2- Tige et manchon,300445.844,5040218,-73.55571704,45.50187016,STATIONNEMENT,Ville-Marie
-73.55571704,45.50187016,92427,854022,9768,"\P EXCEPTE S3R 17h-23h LUN A VEN, 9h-23h SAM ET DIM",R-SX,2,,5,2.01202E+13,,Réel,2- Tige et manchon,300445.844,5040218,-73.55571704,45.50187016,STATIONNEMENT,Ville-Marie
-73.55341998,45.52454726,163722,854020,1762,\P RESERVE DEBARCADERE HANDICAPES EN TOUT TEMPS,RD-TT,3,,3,2.01202E+13,,Réel,2- Tige et manchon,300627.03,5042738,-73.55341998,45.52454726,STATIONNEMENT,Ville-Marie
-73.57138539,45.50542482,58597,848790,14177,\P 06h30-07h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AB-A,0,,5,2.01201E+13,,Réel,2- Tige et manchon,299221.75,5040614,-73.57138539,45.50542482,STATIONNEMENT,Ville-Marie
-73.58038388,45.49460272,55562,848778,11,\A EN TOUT TEMPS,AD-TT,0,,4,2.01201E+13,,Réel,10- Fût et feux,298517.38,5039412,-73.58038388,45.49460272,STATIONNEMENT,Ville-Marie
-73.5555688,45.50199171,93762,843895,13989,\P 07h30-08h30 MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VV-A,0,,6,2.01112E+13,,Réel,1- Tige et base,300457.438,5040231.5,-73.5555688,45.50199171,STATIONNEMENT,Ville-Marie
-73.5555688,45.50199171,93762,843896,1589,\P RESERVE S3R 09h-23h,R-PF,0,,6,2.01112E+13,,Réel,1- Tige et base,300457.438,5040231.5,-73.5555688,45.50199171,STATIONNEMENT,Ville-Marie
-73.5546455,45.5222071,162068,848327,27,\A 08h-09h30 LUN. AU VEN.,AV-AB,0,,5,2.01201E+13,,Réel,2- Tige et manchon,300531.12,5042478,-73.5546455,45.5222071,STATIONNEMENT,Ville-Marie
-73.5546455,45.5222071,162068,848328,2413,\P EN TOUT TEMPS,SD-TT,3,,5,2.01201E+13,,Réel,2- Tige et manchon,300531.12,5042478,-73.5546455,45.5222071,STATIONNEMENT,Ville-Marie
-73.56571127,45.50433059,93134,843151,2413,\P EN TOUT TEMPS,SD-TT,0,,3,2.01112E+13,,Réel,3- Fût,299665.042,5040492.019,-73.56571127,45.50433059,STATIONNEMENT,Ville-Marie
-73.56596993,45.50445175,159652,843147,2413,\P EN TOUT TEMPS,SD-TT,0,,2,2.01112E+13,,Réel,3- Fût,299644.84,5040505.5,-73.56596993,45.50445175,STATIONNEMENT,Ville-Marie
-73.56604321,45.50450013,93129,843145,2413,\P EN TOUT TEMPS,SD-TT,2,,7,2.01112E+13,,Réel,2- Tige et manchon,299639.118,5040510.881,-73.56604321,45.50450013,STATIONNEMENT,Ville-Marie
-73.56604321,45.50450013,93129,843146,1589,\P RESERVE S3R 09h-23h,R-PF,3,,7,2.01112E+13,,Réel,2- Tige et manchon,299639.118,5040510.881,-73.56604321,45.50450013,STATIONNEMENT,Ville-Marie
-73.5663364,45.5046315,93125,843143,1589,\P RESERVE S3R 09h-23h,R-PF,0,,6,2.01112E+13,,Réel,3- Fût,299616.219,5040525.5,-73.5663364,45.5046315,STATIONNEMENT,Ville-Marie
-73.56665907,45.50478182,218541,843142,1589,\P RESERVE S3R 09h-23h,R-PF,0,,2,2.01112E+13,,Réel,3- Fût,299591.018,5040542.226,-73.56665907,45.50478182,STATIONNEMENT,Ville-Marie
-73.56339976,45.50916517,217980,837752,2413,\P EN TOUT TEMPS,SD-TT,0,,2,2.01111E+13,,Enlevé,3- Fût,299846.097,5041029.144,-73.56339976,45.50916517,STATIONNEMENT,Ville-Marie
-73.56387905,45.50938465,217979,837751,2413,\P EN TOUT TEMPS,SD-TT,0,,2,2.01111E+13,,Enlevé,3- Fût,299808.666,5041053.564,-73.56387905,45.50938465,STATIONNEMENT,Ville-Marie
-73.55522153,45.50544728,137032,852878,13972,\P 08h-09h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VA-A,0,,6,2.01202E+13,,Réel,3- Fût,300484.84,5040615.5,-73.55522153,45.50544728,STATIONNEMENT,Ville-Marie
-73.55522153,45.50544728,137032,852879,11,\A EN TOUT TEMPS,AD-TT,2,,6,2.01202E+13,,Réel,3- Fût,300484.84,5040615.5,-73.55522153,45.50544728,STATIONNEMENT,Ville-Marie
-73.55522153,45.50544728,137032,852880,1589,\P RESERVE S3R 09h-23h,R-PF,3,,6,2.01202E+13,,Réel,3- Fût,300484.84,5040615.5,-73.55522153,45.50544728,STATIONNEMENT,Ville-Marie
-73.57196961,45.49722238,63204,837448,2410,\P 18h30 A 24h00,SD-SS,3,,4,2.01111E+13,,Réel,2- Tige et manchon,299175.281,5039702.5,-73.57196961,45.49722238,STATIONNEMENT,Ville-Marie
-73.56346632,45.52898385,10667,837333,24,\A RESERVE AUTOBUS,AR-TT,0,,2,2.01111E+13,,Réel,3- Fût,299842.637,5043231.614,-73.56346632,45.52898385,STATIONNEMENT,Ville-Marie
-73.57979845,45.4981562,57491,837315,14178,\P 07h-08h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AD-A,0,,4,2.01111E+13,,Réel,3- Fût,298563.528,5039806.853,-73.57979845,45.4981562,STATIONNEMENT,Ville-Marie
-73.57411906,45.50353791,57806,837314,11,\A EN TOUT TEMPS,AD-TT,0,,2,2.01111E+13,,Réel,3- Fût,299007.94,5040404.5,-73.57411906,45.50353791,STATIONNEMENT,Ville-Marie
-73.57259735,45.50279652,57838,837303,11,\A EN TOUT TEMPS,AD-TT,0,,3,2.01111E+13,,Réel,10- Fût et feux,299126.78,5040322,-73.57259735,45.50279652,STATIONNEMENT,Ville-Marie
-73.57603921,45.49300398,104940,847590,14647,\A 05h30-09h30  14h30-18h30 LUN A VEN,AV-RM,0,,7,2.01201E+13,,Réel,2- Tige et manchon,298856.781,5039234,-73.57603921,45.49300398,STATIONNEMENT,Ville-Marie
-73.57603921,45.49300398,104940,847592,1641,\P RESERVE S3R 09h30-23h,R-RA,3,,7,2.01201E+13,,Réel,2- Tige et manchon,298856.781,5039234,-73.57603921,45.49300398,STATIONNEMENT,Ville-Marie
-73.57394702,45.49515797,104950,847588,14647,\A 05h30-09h30  14h30-18h30 LUN A VEN,AV-RM,0,,3,2.01201E+13,,Réel,3- Fût,299020.527,5039473.221,-73.57394702,45.49515797,STATIONNEMENT,Ville-Marie
-73.57415951,45.4949637,104949,790993,14647,\A 05h30-09h30  14h30-18h30 LUN A VEN,AV-RM,0,,4,2.01201E+13,,Enlevé,2- Tige et manchon,299003.899,5039451.647,-73.57415951,45.4949637,STATIONNEMENT,Ville-Marie
-73.56978655,45.50736497,105907,847582,2355,\P 09h-21h,SD-JF,3,,3,2.01201E+13,,Réel,2- Tige et manchon,299346.875,5040829.5,-73.56978655,45.50736497,STATIONNEMENT,Ville-Marie
-73.56826551,45.49156681,96476,847567,1589,\P RESERVE S3R 09h-23h,R-PF,3,,2,2.01201E+13,,Réel,3- Fût,299464.237,5039073.742,-73.56826551,45.49156681,STATIONNEMENT,Ville-Marie
-73.55034964,45.51022319,34457,837171,1589,\P RESERVE S3R 09h-23h,R-PF,0,,9,2.01111E+13,,Réel,3- Fût,300865.875,5041146,-73.55034964,45.51022319,STATIONNEMENT,Ville-Marie
-73.55055285,45.50982267,34460,837168,11,\A EN TOUT TEMPS,AD-TT,3,,10,2.01111E+13,,Réel,3- Fût,300849.969,5041101.5,-73.55055285,45.50982267,STATIONNEMENT,Ville-Marie
-73.55055285,45.50982267,34460,837169,1589,\P RESERVE S3R 09h-23h,R-PF,2,,10,2.01111E+13,,Réel,3- Fût,300849.969,5041101.5,-73.55055285,45.50982267,STATIONNEMENT,Ville-Marie
-73.55040619,45.51063115,34418,837164,11,\A EN TOUT TEMPS,AD-TT,0,,5,2.01111E+13,,Réel,3- Fût,300861.485,5041191.34,-73.55040619,45.51063115,STATIONNEMENT,Ville-Marie
-73.55027757,45.51087573,34421,837163,11,\A EN TOUT TEMPS,AD-TT,0,,2,2.01111E+13,,Réel,3- Fût,300871.552,5041218.513,-73.55027757,45.51087573,STATIONNEMENT,Ville-Marie
-73.59904091,45.49755756,152672,836973,2357,\P 09h-17h,SD-JH,0,,7,2.01111E+13,,Réel,1- Tige et base,297059.594,5039742,-73.59904091,45.49755756,STATIONNEMENT,Ville-Marie
-73.59881151,45.49666241,165953,836972,2357,\P 09h-17h,SD-JH,0,,3,2.01111E+13,,Réel,1- Tige et base,297077.4,5039642.5,-73.59881151,45.49666241,STATIONNEMENT,Ville-Marie
-73.59962081,45.4967112,165952,836970,13981,\P 12h30-13h30 MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VK-A,3,,6,2.01111E+13,,Réel,1- Tige et base,297014.156,5039648,-73.59962081,45.4967112,STATIONNEMENT,Ville-Marie
-73.59962081,45.4967112,165952,836971,2357,\P 09h-17h,SD-JH,2,,6,2.01111E+13,,Réel,1- Tige et base,297014.156,5039648,-73.59962081,45.4967112,STATIONNEMENT,Ville-Marie
-73.55796547,45.53286406,161719,852274,11,\A EN TOUT TEMPS,AD-TT,2,,3,2.01202E+13,,Enlevé,2- Tige et manchon,300272.62,5043662.5,-73.55796547,45.53286406,STATIONNEMENT,Ville-Marie
-73.56835506,45.50866286,218484,842466,11,\A EN TOUT TEMPS,AD-TT,0,,2,2.01112E+13,,Réel,3- Fût,299458.854,5040973.639,-73.56835506,45.50866286,STATIONNEMENT,Ville-Marie
